vocabulary,meaning,IPA,book,author
hopscotch,跳房子,ˈhɑpˌskɑʧ,The Rational Faculty,Gregory Ashe
tines,尖齿,taɪnz,The Rational Faculty,Gregory Ashe
Aryan,雅利安人,ˈɑriən,The Rational Faculty,Gregory Ashe
Cui bono,崔博诺,cui* ˈboʊnoʊ,The Rational Faculty,Gregory Ashe
chipper,削片机,ˈʧɪpər,The Rational Faculty,Gregory Ashe
trapeze,空中飞人,trəˈpiz,The Rational Faculty,Gregory Ashe
carnivalesque,嘉年华式的,carnivalesque*,The Rational Faculty,Gregory Ashe
chancellor,校长,ˈʧænsələr,The Rational Faculty,Gregory Ashe
Snowflakes,雪花,sˈnoʊˌfleɪks,The Rational Faculty,Gregory Ashe
Nominative,主格,nominative*,The Rational Faculty,Gregory Ashe
nifty,漂亮的,ˈnɪfti,The Rational Faculty,Gregory Ashe
walkup,步行,ˈwɔˌkəp,The Rational Faculty,Gregory Ashe
velour,丝绒,ˌvɛˈlur,The Rational Faculty,Gregory Ashe
abattoirs,屠宰场,abattoirs*,The Rational Faculty,Gregory Ashe
hot-footing,急于求成,hot-footing*,The Rational Faculty,Gregory Ashe
subpoenaed,传唤,səˈpinəd,The Rational Faculty,Gregory Ashe
fudged,捏造的,fəʤd,The Rational Faculty,Gregory Ashe
lucre,金钱,lucre*,The Rational Faculty,Gregory Ashe
fedora,软呢帽,fɪˈdɔrə,The Rational Faculty,Gregory Ashe
trench coat,风衣,trɛnʧ koʊt,The Rational Faculty,Gregory Ashe
phallic,阴茎的,ˈfælɪk,The Rational Faculty,Gregory Ashe
birthday suit,生日服装,ˈbərθˌdeɪ sut,The Rational Faculty,Gregory Ashe
yammering,喋喋不休,yammering*,The Rational Faculty,Gregory Ashe
trope,比喻,trope*,The Rational Faculty,Gregory Ashe
alleles,等位基因,əˈlɛliz,The Rational Faculty,Gregory Ashe
funnels,漏斗,ˈfənəlz,The Rational Faculty,Gregory Ashe
footwell,脚坑,footwell*,The Rational Faculty,Gregory Ashe
wart,疣,wɔrt,The Rational Faculty,Gregory Ashe
riding shotgun,骑猎枪,ˈraɪdɪŋ ˈʃɑtˌgən,The Rational Faculty,Gregory Ashe
mallard,凫,ˈmælərd,The Rational Faculty,Gregory Ashe
pundit,专家,ˈpəndət,The Rational Faculty,Gregory Ashe
wreathed,花圈,wreathed*,The Rational Faculty,Gregory Ashe
tufts,簇绒,təfts,The Rational Faculty,Gregory Ashe
cleaver,菜刀,ˈklivər,The Rational Faculty,Gregory Ashe
vitriol,矾,ˈvɪtriəl,The Rat-Catcher&#39;s Daughter,KJ Charles
tithe,十一奉献,taɪð,The Rat-Catcher&#39;s Daughter,KJ Charles
spores,孢子,spɔrz,The Rational Faculty,Gregory Ashe
Cain,该隐,keɪn,The Rat-Catcher&#39;s Daughter,KJ Charles
panjandrum,潘詹德鲁姆,panjandrum*,The Rat-Catcher&#39;s Daughter,KJ Charles
skewered,串起来的,skjuərd,The Road to Silver Plume,Tamara Allen
reverie,遐想,ˈrɛvəri,The Road to Silver Plume,Tamara Allen
bullion,金条,ˈbʊljən,The Road to Silver Plume,Tamara Allen
derby,德比,ˈdərbi,The Road to Silver Plume,Tamara Allen
groggy,昏昏沉沉的,ˈgrɑgi,The Road to Silver Plume,Tamara Allen
gauntlet,手套,ˈgɔntlət,The Road to Silver Plume,Tamara Allen
rheumy,风湿病,rheumy*,The Road to Silver Plume,Tamara Allen
plush,豪华的,pləʃ,The Road to Silver Plume,Tamara Allen
burin,目标,burin*,The Road to Silver Plume,Tamara Allen
pickpockets,扒手,ˈpɪkˌpɑkəts,The Road to Silver Plume,Tamara Allen
vestibule,前厅,ˈvɛstɪˌbjul,The Road to Silver Plume,Tamara Allen
cartridges,墨盒,ˈkɑrtrəʤəz,The Road to Silver Plume,Tamara Allen
wending,捻,ˈwɛndɪŋ,The Road to Silver Plume,Tamara Allen
commiseration,怜悯,commiseration*,The Road to Silver Plume,Tamara Allen
satchel,书包,satchel*,The Road to Silver Plume,Tamara Allen
ferret out,揪出,ˈfɛrət aʊt,The Road to Silver Plume,Tamara Allen
wainscoting,护墙板,wainscoting*,The Road to Silver Plume,Tamara Allen
dalliance,调戏,ˈdæliəns,The Road to Silver Plume,Tamara Allen
rambunctious,喧闹的,ræmˈbəŋkʃəs,The Road to Silver Plume,Tamara Allen
feint,佯攻,feɪnt,The Road to Silver Plume,Tamara Allen
miscreants,歹徒,ˈmɪskriənts,The Road to Silver Plume,Tamara Allen
spurious,虚假的,ˈspəriəs,The Road to Silver Plume,Tamara Allen
sling,吊带,slɪŋ,The Road to Silver Plume,Tamara Allen
valise,手提箱,valise*,The Road to Silver Plume,Tamara Allen
sham,假,ʃæm,The Road to Silver Plume,Tamara Allen
portiere,看门人,portiere*,The Road to Silver Plume,Tamara Allen
waylay,埋伏,ˈweɪˌleɪ,The Road to Silver Plume,Tamara Allen
tutelage,监护,ˈtjutɪlɪʤ,The Road to Silver Plume,Tamara Allen
tenderloin,里脊肉,ˈtɛndərˌlɔɪn,The Road to Silver Plume,Tamara Allen
tenacity,韧性,təˈnæsɪti,The Road to Silver Plume,Tamara Allen
comb honey,梳蜜,koʊm ˈhəni,The Road to Silver Plume,Tamara Allen
rivulets,溪流,rivulets*,The Road to Silver Plume,Tamara Allen
spree,狂欢,spri,The Road to Silver Plume,Tamara Allen
beg off,哀求,bɛg ɔf,The Road to Silver Plume,Tamara Allen
volley,截击,ˈvɑli,The Road to Silver Plume,Tamara Allen
tender,投标,ˈtɛndər,The Road to Silver Plume,Tamara Allen
dynamite,炸药,ˈdaɪnəˌmaɪt,The Road to Silver Plume,Tamara Allen
wallflower,壁花,ˈwɔlˌflaʊər,The Road to Silver Plume,Tamara Allen
mummified,木乃伊化,ˈməmɪˌfaɪd,The Road to Silver Plume,Tamara Allen
slings and arrows,吊索和箭,slɪŋz ənd ˈɛroʊz,The Road to Silver Plume,Tamara Allen
fisticuffs,拳打脚踢,ˈfɪstɪˌkəfs,The Road to Silver Plume,Tamara Allen
rung,梯级,rəŋ,The Road to Silver Plume,Tamara Allen
assay,化验,ˈæsi,The Road to Silver Plume,Tamara Allen
rote,死记硬背,roʊt,The Road to Silver Plume,Tamara Allen
marauding,掠夺,mərˈɔdɪŋ,The Road to Silver Plume,Tamara Allen
glycerin,甘油,glycerin*,The Road to Silver Plume,Tamara Allen
buzzards,秃鹰,ˈbəzərdz,The Road to Silver Plume,Tamara Allen
mulish,多变的,mulish*,The Road to Silver Plume,Tamara Allen
aboveboard,光明正大,əˈbəvˌbɔrd,The Road to Silver Plume,Tamara Allen
wastrel,败家子,wastrel*,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
gangling,gangling,gangling*,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
soubriquet,绰号,soubriquet*,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
potations,土豆,potations*,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
blandished,奉承,blandished*,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
sop,肥皂,sɑp,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
gauche,左撇子,goʊʃ,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
scrooge,守财奴,skruʤ,The Rules of Gift Giving,Parker St John
pudendum,感到羞耻,pudendum*,The Second Footman,Jasper Barry
pocketbook,钱包,ˈpɑkətˌbʊk,The Road to Silver Plume,Tamara Allen
compendium,概要,kəmˈpɛndiəm,The Road to Silver Plume,Tamara Allen
immured,被关押,immured*,The Second Footman,Jasper Barry
coterie,小圈子,ˈkoʊtəri,The Second Footman,Jasper Barry
stammer,结巴,ˈstæmər,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
moues,移动,moues*,The Second Footman,Jasper Barry
fêted,著名,fêted*,The Second Footman,Jasper Barry
corralled,围栏,kəræld,The Road to Silver Plume,Tamara Allen
tutelage,监护,ˈtjutɪlɪʤ,The Second Footman,Jasper Barry
representations about,关于,ˌrɛprəzənˈteɪʃənz əˈbaʊt,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
typhus,斑疹伤寒,ˈtaɪfəs,The Second Footman,Jasper Barry
sycophancy,阿谀奉承,sycophancy*,The Second Footman,Jasper Barry
peremptory,蛮横,pərˈɛmptəri,The Second Footman,Jasper Barry
purchase,购买,ˈpərʧəs,The Ruin of Gabriel Ashleigh: A Society of Gentlemen Short Story,K.J. Charles
shucking,去壳,ˈʃəkɪŋ,The Rules of Gift Giving,Parker St John
His horror,他的恐怖,hɪz ˈhɔrər,The Second Footman,Jasper Barry
camphor,樟,camphor*,The Second Footman,Jasper Barry
amanuensis,文科,amanuensis*,The Second Footman,Jasper Barry
armorial,纹章,armorial*,The Second Footman,Jasper Barry
frolic,嬉闹的,ˈfrɑlɪk,The Rules of Gift Giving,Parker St John
entranced,着迷,ɪnˈtrænst,The Second Footman,Jasper Barry
propitious,吉祥,prəˈpɪʃəs,The Second Footman,Jasper Barry
wont,惯于,woʊnt,The Second Footman,Jasper Barry
fiefdom,领地,ˈfifdəm,The Second Footman,Jasper Barry
effrontery,厚颜无耻,ɪˈfrəntəri,The Second Footman,Jasper Barry
avoirdupois,havedupois,avoirdupois*,The Second Footman,Jasper Barry
excrement,粪便,ˈɛkskrəmənt,The Second Footman,Jasper Barry
cantankerous,脾气暴躁的,kænˈtæŋkərəs,The Second Footman,Jasper Barry
vicissitudes,沧桑,vɪˈsɪsɪtudz,The Second Footman,Jasper Barry
purloined,偷来的,pərˈlɔɪnd,The Second Footman,Jasper Barry
ineluctable,不可避免的,ineluctable*,The Second Footman,Jasper Barry
agate,玛瑙,ˈægət,The Second Footman,Jasper Barry
peccadilloes,过失,peccadilloes*,The Second Footman,Jasper Barry
Purblind,盲人,purblind*,The Second Footman,Jasper Barry
pernicious,有害,pərˈnɪʃəs,The Second Footman,Jasper Barry
hyacinthine,风信子,hyacinthine*,The Second Footman,Jasper Barry
lese-majesty,森林威严,lese-majesty*,The Second Footman,Jasper Barry
ineluctable,不可避免的,ineluctable*,The Second Footman,Jasper Barry
peremptory,蛮横,pərˈɛmptəri,The Second Footman,Jasper Barry
precipitate,沉淀,prɪˈsɪpɪˌteɪt,The Second Footman,Jasper Barry
venial,小的,venial*,The Second Footman,Jasper Barry
custom,风俗,ˈkəstəm,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
ebony,乌木,ˈɛbəni,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
moll,摩尔,mɑl,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
larding,猪油,larding*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
probate,遗嘱认证,ˈproʊˌbeɪt,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
ignoramus,我们不知道,ˌɪgnərˈeɪməs,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
FROGMARCHED,青蛙游行,frogmarched*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
escalopes,炸肉排,escalopes*,The Second Footman,Jasper Barry
leeway,余地,ˈliˌweɪ,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
clarinet,单簧管,ˌklɛrəˈnɛt,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
remonstrating,抗议,remonstrating*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
incunabulum,摇篮,incunabulum*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
wangles,王牌,wangles*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
sentry,哨兵,ˈsɛntri,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
barefaced,露骨,barefaced*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
sharpish,锐利的,sharpish*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
Tsarist,沙皇,tsarist*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
Capricorn,摩羯座,ˈkæprəkɔrn,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
aneurysm,动脉瘤,aneurysm*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
couturiers,裁缝,couturiers*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
witch hazel,金缕梅,wɪʧ ˈheɪzəl,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
dentures,假牙,ˈdɛnʧərz,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
Spatchcocked,竖起大拇指,spatchcocked*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
tinsel,箔,ˈtɪnsəl,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
berserk,发狂,bərˈsərk,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
tip-off,通风报信,tip-off*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
verbiage,废话,ˈvərbiɪʤ,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
pelisse,皮利斯,pelisse*,The Soldier&#39;s Scoundrel,Cat Sebastian
boggles,令人难以置信,ˈbɑgəlz,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
brooked,忍耐的,brooked*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
modiste,女帽,modiste*,The Soldier&#39;s Scoundrel,Cat Sebastian
charnel house,肉体的房子,charnel* haʊs,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
wallflowers,壁花,wallflowers*,The Soldier&#39;s Scoundrel,Cat Sebastian
trinkets,小饰品,ˈtrɪŋkəts,The Soldier&#39;s Scoundrel,Cat Sebastian
hefty,沉重的,ˈhɛfti,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
proletarian,无产者,ˌproʊləˈtɛriən,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
hubristic,傲慢的,hubristic*,The Sugared Game (The Will Darling Adventures Book 2),KJ Charles
scoundrel,恶棍,ˈskaʊndrəl,The Soldier&#39;s Scoundrel,Cat Sebastian
cudgeled,拥抱,cudgeled*,The Soldier&#39;s Scoundrel,Cat Sebastian
gruel,粥,gruɪl,The Soldier&#39;s Scoundrel,Cat Sebastian
piffle,废话,piffle*,The Soldier&#39;s Scoundrel,Cat Sebastian
gout,痛风,gaʊt,The Soldier&#39;s Scoundrel,Cat Sebastian
sangfroid,冷静的,sangfroid*,The Soldier&#39;s Scoundrel,Cat Sebastian
quid pro quo for,为谁做什么,kwɪd proʊ kwoʊ fər,The Soldier&#39;s Scoundrel,Cat Sebastian
chummy,亲密的,ˈʧəmi,The Summer of Us,Lily Morton
shaggy,毛茸茸,ˈʃægi,The Summer of Us,Lily Morton
shafted,有轴的,ˈʃæftɪd,The Summer of Us,Lily Morton
ornery,暴躁的,ˈɔrnəri,The Soldier&#39;s Scoundrel,Cat Sebastian
comatose,昏迷的,ˈkoʊməˌtoʊs,The Summer of Us,Lily Morton
hankering,渴望,ˈhæŋkərɪŋ,The Soldier&#39;s Scoundrel,Cat Sebastian
fornication,通奸,fornication*,The Soldier&#39;s Scoundrel,Cat Sebastian
turquoise,绿松石,ˈtərkwɔɪz,The Summer of Us,Lily Morton
griffin,狮鹫,ˈgrɪfɪn,The Summer of Us,Lily Morton
shallot,葱,shallot*,The Summer of Us,Lily Morton
scorcher,烧焦的,ˈskɔrʧər,The Summer of Us,Lily Morton
potter,波特,ˈpɑtər,The Summer of Us,Lily Morton
sphinx,狮身人面像,sfɪŋks,The Summer of Us,Lily Morton
quiche,乳蛋饼,kiʃ,The Summer of Us,Lily Morton
catatonia,紧张症,catatonia*,The Summer of Us,Lily Morton
astute,精明,əˈstut,The Sunny Side (The Model Agency Book 1),Lily Morton
piffling,噘嘴,piffling*,The Summer of Us,Lily Morton
lecherous,好色的,ˈlɛʧərəs,The Summer of Us,Lily Morton
vestments,法衣,ˈvɛstmɛnts,The Summer of Us,Lily Morton
Neanderthal,尼安德特人,niˈændərˌθɔl,The Summer of Us,Lily Morton
ibuprofen,布洛芬,ˌaɪbjuˈproʊfən,The Summer of Us,Lily Morton
dyslexic,诵读困难,dɪsˈlɛksɪk,The Sunny Side (The Model Agency Book 1),Lily Morton
invoiced,开具发票,invoiced*,The Sunny Side (The Model Agency Book 1),Lily Morton
malinger,油漆,malinger*,The Sunny Side (The Model Agency Book 1),Lily Morton
pulverised,粉碎的,pulverised*,The Sunny Side (The Model Agency Book 1),Lily Morton
kayaking,皮划艇,ˈkaɪˌækɪŋ,The Summer of Us,Lily Morton
partridges,鹧鸪,ˈpɑrtrɪʤɪz,The Sunny Side (The Model Agency Book 1),Lily Morton
jowls,下巴,ʤaʊlz,The Sunny Side (The Model Agency Book 1),Lily Morton
suede,绒面革,sweɪd,The Summer of Us,Lily Morton
starchy,含淀粉的,ˈstɑrʧi,The Sunny Side (The Model Agency Book 1),Lily Morton
forecourt,前院,forecourt*,The Sunny Side (The Model Agency Book 1),Lily Morton
salacious,色情的,səˈleɪʃəs,The Sunny Side (The Model Agency Book 1),Lily Morton
spearmint,薄荷,spearmint*,The Summer of Us,Lily Morton
indemnity,赔款,ˌɪnˈdɛmnɪti,The Winkler Case,David Greene
ménage à trois,三人行,ménage* à* twɑ,The Winkler Case,David Greene
peonies,牡丹,ˈpiəniz,The Winkler Case,David Greene
Pinocchio,木偶奇遇记,pɪˈnoʊkioʊ,The Sunny Side (The Model Agency Book 1),Lily Morton
jalopy,老爷车,ʤəˈlɑpi,The Winkler Case,David Greene
kickbacks,回扣,ˈkɪkˌbæks,The Sunny Side (The Model Agency Book 1),Lily Morton
lugubriously,凄凉地,lugubriously*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
chopper,菜刀,ˈʧɑpər,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pheasant,野鸡,ˈfɛzənt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
poised,蓄势待发,pɔɪzd,The Waves - Virginia Woolf - EPUB,UnknownAuthor
apricot,杏,ˈeɪprəˌkɑt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
wreathe,盘绕,wreathe*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
twiddles,玩转,twiddles*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
stoats,白鼬,stoats*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
tassel,流苏,ˈtæsəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
scuffling,扭打,ˈskəfəlɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
gouty,痛风,ˈgaʊti,The Waves - Virginia Woolf - EPUB,UnknownAuthor
tenacity,韧性,təˈnæsɪti,The Waves - Virginia Woolf - EPUB,UnknownAuthor
conflagration,大火,ˌkɑnfləˈgreɪʃən,The Waves - Virginia Woolf - EPUB,UnknownAuthor
cubicle,隔间,ˈkjubɪkəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
furbish,翻新的,ˈfərbɪʃ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
frock,连衣裙,frɑk,The Waves - Virginia Woolf - EPUB,UnknownAuthor
harrowing,悲惨的,ˈhɛroʊɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
harlequins,丑角,harlequins*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
setter,二传手,ˈsɛtər,The Waves - Virginia Woolf - EPUB,UnknownAuthor
unwinking,警,unwinking*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
scullery,洗碗间,scullery*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
custard,卡仕达酱,ˈkəstərd,The Waves - Virginia Woolf - EPUB,UnknownAuthor
encaustic,迷幻的,encaustic*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
talisman,护符,ˈtælɪsmən,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pert,专家,pərt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
satin,缎,ˈsætən,The Waves - Virginia Woolf - EPUB,UnknownAuthor
supple,柔软的,ˈsəpəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
crucifix,十字架,ˈkrusəˌfɪks,The Waves - Virginia Woolf - EPUB,UnknownAuthor
chemise,衬裙,ʃəˈmiz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
marmalade,果酱,ˈmɑrməˌleɪd,The Waves - Virginia Woolf - EPUB,UnknownAuthor
stile,阶梯,staɪl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
tumbled,翻滚,ˈtəmbəld,The Waves - Virginia Woolf - EPUB,UnknownAuthor
canters,慢跑,canters*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
toppling,倾倒,ˈtɑpəlɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
cruets,调味瓶,cruets*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
oars,桨,ɔrz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
reels,卷轴,rilz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pimple,疙瘩,ˈpɪmpəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
sags,凹陷,sægz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
titter,偷看,ˈtɪtər,The Waves - Virginia Woolf - EPUB,UnknownAuthor
mooning,月光,mooning*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
nightingale,夜莺,ˈnaɪtɪŋgeɪl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
limpet,帽贝,limpet*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
facile,容易的,ˈfæsəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
fir,冷杉,fər,The Waves - Virginia Woolf - EPUB,UnknownAuthor
portals,门户网站,ˈpɔrtəlz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
shriek,尖叫,ʃrik,The Waves - Virginia Woolf - EPUB,UnknownAuthor
purr,呼噜声,pər,The Waves - Virginia Woolf - EPUB,UnknownAuthor
gulping,囫囵吞枣,ˈgəlpɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pebbles,鹅卵石,ˈpɛbəlz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pavilions,亭子,pəˈvɪljənz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
ingratiating,奉承,ˌɪŋˈgreɪʃiˌeɪtɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
drastic,激烈的,ˈdræstɪk,The Waves - Virginia Woolf - EPUB,UnknownAuthor
matting,消光,ˈmætɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
wreak,肆虐,rik,The Waves - Virginia Woolf - EPUB,UnknownAuthor
shrivel,萎缩,ʃˈrɪvəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
mallet,槌,ˈmælɪt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
asphalt,沥青,ˈæsˌfɔlt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
swallow,吞,sˈwɔloʊ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
billow,巨浪,ˈbɪloʊ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
furtively,偷偷摸摸,ˈfərtɪvli,The Waves - Virginia Woolf - EPUB,UnknownAuthor
