vocabulary,meaning,IPA,book,author
quail,"1. To die; to perish; hence, to wither; to fade. [Obs.] Spenser. 2. To become quelled; to become cast down; to sink under trial or apprehension of danger; to lose the spirit and power of resistance; to lose heart; to give way; to shrink; to cower. The atheist power shall quail, and confess his fears. I. Taylor. Stouter hearts than a woman's have quailed in this terrible winter. Longfellow. Syn. -- to cower; flinch; shrink; quake; tremble; blench; succumb; yield.

To cause to fail in spirit or power; to quell; to crush; to subdue. [Obs.] Spenser.

To curdle; to coagulate, as milk. [Obs.] Holland.

1. (Zoöl.)  Any gallinaceous bird belonging to Coturnix and several allied genera of the Old World, especially the common European quail (C. communis), the rain quail (C. Coromandelica) of India, the stubble quail (C. pectoralis), and the Australian swamp quail (Synoicus australis). 2. (Zoöl.)  Any one of several American partridges belonging to Colinus, Callipepla, and allied genera, especially the bobwhite (called Virginia quail, and Maryland quail), and the California quail (Calipepla Californica). 3. (Zoöl.)  Any one of numerous species of Turnix and allied genera, native of the Old World, as the Australian painted quail (Turnix varius). See Turnix. 4. A prostitute; -- so called because the quail was thought to be a very amorous bird.[Obs.] Shak. Bustard quail (Zoöl.), a small Asiatic quail-like bird of the genus Turnix, as T. taigoor, a black-breasted species, and the hill bustard quail (T. ocellatus). See Turnix. -- Button quail (Zoöl.), one of several small Asiatic species of Turnix, as T. Sykesii, which is said to be the smallest game bird of India. -- Mountain quail. See under Mountain. -- Quail call, a call or pipe for alluring quails into a net or within range. -- Quail dove (Zoöl.), any one of several American ground pigeons belonging to Geotrygon and allied genera. -- Quail hawk (Zoöl.), the New Zealand sparrow hawk (Hieracidea Novæ-Hollandiæ). -- Quail pipe. See Quail call, above. -- Quail snipe (Zoöl.), the dowitcher, or red-breasted snipe; -- called also robin snipe, and brown snipe. -- Sea quail (Zoöl.), the turnstone. [Local, U. S.]",kweɪl,Something Fabulous,"Hall, Alexis"
tankard,"A large drinking vessel, especially one with a cover. Marius was the first who drank out of a silver tankard, after the manner of Bacchus. Arbuthnot.",tankards*,Slippery Creatures,K.J. Charles
sanctum sanctorum,至圣所,ˈsæŋktəm sanctorum*,Slippery Creatures,K.J. Charles
own,"To grant; to acknowledge; to admit to be true; to confess; to recognize in a particular character; as, we own that we have forfeited your love. The wakeful bloodhound rose, and shook his hide owns. Keats.

Belonging to; belonging exclusively or especially to; peculiar; -- most frequently following a possessive pronoun, as my, our, thy, your, his, her, its, their, in order to emphasize or intensify the idea of property, peculiar interest, or exclusive ownership; as, my own father; my own composition; my own idea; at my own price. ""No man was his own [i. e., no man was master of himself, or in possession of his senses]."" Shak. To hold one's own, to keep or maintain one's possessions; to yield nothing; esp., to suffer no loss or disadvantage in a contest. Shak.

To hold as property; to have a legal or rightful title to; to be the proprietor or possessor of; to possess; as, to own a house.",oʊn,Something Fabulous,"Hall, Alexis"
waif,"1. (Eng. Law.)  Goods found of which the owner is not known; originally, such goods as a pursued thief threw away to prevent being apprehended, which belonged to the king unless the owner made pursuit of the felon, took him, and brought him to justice. Blackstone. 2. Hence, anything found, or without an owner; that which comes along, as it were, by chance. ""Rolling in his mind old waifs of rhyme."" Tennyson. 3. A wanderer; a castaway; a stray; a homeless child. A waif Desirous to return, and not received. Cowper.",weɪf,Slippery Creatures,K.J. Charles
dotage,"1. Feebleness or imbecility of understanding or mind, particularly in old age; the childishness of old age; senility; as, a venerable man, now in his dotage. Capable of distinguishing between the infancy and the dotage of Greek literature. Macaulay. 2. Foolish utterance; drivel. The sapless dotages of old Paris and Salamanca. Milton. 3. Excessive fondness; weak and foolish affection. The dotage of the nation on presbytery. Bp. Burnet.",dotage*,Something Fabulous,"Hall, Alexis"
shroud,"1. That which clothes, covers, conceals, or protects; a garment. Piers Plowman. Swaddled, as new born, in sable shrouds. Sandys. 2. Especially, the dress for the dead; a winding sheet. ""A dead man in his shroud."" Shak. 3. That which covers or shelters like a shroud. Jura answers through her misty shroud. Byron. 4. A covered place used as a retreat or shelter, as a cave or den; also, a vault or crypt. [Obs.] The shroud to which he won His fair-eyed oxen. Chapman. A vault, or shroud, as under a church. Withals. 5. The branching top of a tree; foliage. [R.] The Assyrian wad a cedar in Lebanon, with fair branches and with a shadowing shroad. Ezek. xxxi. 3. 6. pl. (Naut.)  A set of ropes serving as stays to support the masts. The lower shrouds are secured to the sides of vessels by heavy iron bolts and are passed around the head of the lower masts. 7. (Mach.)  One of the two annular plates at the periphery of a water wheel, which form the sides of the buckets; a shroud plate. Bowsprit shrouds (Naut.), ropes extending from the head of the bowsprit to the sides of the vessel. -- Futtock shrouds (Naut.), iron rods connecting the topmast rigging with the lower rigging, passing over the edge of the top. -- Shroud plate. (a) (Naut.) An iron plate extending from the dead- eyes to the ship's side. Ham. Nav. Encyc. (b) (Mach.) A shroud. See def. 7, above.

1. To cover with a shroud; especially, to inclose in a winding sheet; to dress for the grave. The ancient Egyptian mummies were shrouded in a number of folds of linen besmeared with gums. Bacon. 2. To cover, as with a shroud; to protect completely; to cover so as to conceal; to hide; to veil. One of these trees, with all his young ones, may shroud four hundred horsemen. Sir W. Raleigh. Some tempest rise, And blow out all the stars that light the skies, To shroud my shame. Dryden.

To take shelter or harbor. [Obs.] If your stray attendance be yet lodged, Or shroud within these limits. Milton.

To lop. See Shrood. [Prov. Eng.]",ʃraʊd,Something Fabulous,"Hall, Alexis"
doddering,摇摇欲坠,ˈdɑdərɪŋ,Something Fabulous,"Hall, Alexis"
shifty,"Full of, or ready with, shifts; fertile in expedients or contrivance. Wright. Shifty and thrifty as old Greek or modern Scot, there were few things he could not invent, and perhaps nothing he could not endure. C. Kingsley.",ˈʃɪfti,Slippery Creatures,K.J. Charles
callipygous,美臀的,callipygous*,Slippery Creatures,K.J. Charles
malt,"Barley or other grain, steeped in water and dried in a kiln, thus forcing germination until the saccharine principle has been evolved. It is used in brewing and in the distillation of whisky.

Relating to, containing, or made with, malt. Malt liquor, an alcoholic liquor, as beer, ale, porter, etc., prepared by fermenting an infusion of malt. -- Malt dust, fine particles of malt, or of the grain used in making malt; -used as a fertilizer. "" Malt dust consists chiefly of the infant radicle separated from the grain."" Sir H. Davy. -- Malt floor, a floor for drying malt. -- Malt house, or Malthouse, a house in which malt is made. -- Malt kiln, a heated chamber for drying malt.

To make into malt; as, to malt barley.

To become malt; also, to make grain into malt. Mortimer.",mɔlt,Slippery Creatures,K.J. Charles
hip bath,坐浴,hɪp bæθ,Slippery Creatures,K.J. Charles
contortionist,One who makes or practices contortions.,kənˈtɔrʃənəst,Slippery Creatures,K.J. Charles
cravat,"A neckcloth; a piece of silk, fine muslin, or other cloth, worn by men about the neck. While his wig was combed and his cravat tied. Macualay.",cravat*,Something Fabulous,"Hall, Alexis"
winsome,"1. Cheerful; merry; gay; light-hearted. Misled by ill example, and a winsome nature. Jeffrey. 2. Causing joy or pleasure; gladsome; pleasant. Still plotting how their hungry ear That winsome voice again might hear. Emerson.",ˈwɪnsəm,Something Fabulous,"Hall, Alexis"
understated,低调的,ˈəndərˌsteɪtɪd,Something Fabulous,"Hall, Alexis"
rickety,1. Affected with rickets. 2. Feeble in the joints; imperfect; weak; shaky.,ˈrɪkəti,Spellbound,Allie Therin
scrying,占卜,scrying*,Spellbound,Allie Therin
petticoat,"A loose under-garment worn by women, and covering the body below the waist. Petticoat government, government by women, whether in politics or domestic affairs. [Colloq.] -- Petticoat pipe (Locomotives), a short, flaring pipe surrounding the blast nozzle in the smoke box, to equalize the draft.",ˈpɛtiˌkoʊts,Something Fabulous,"Hall, Alexis"
mouldering,模塑,mouldering*,Something Fabulous,"Hall, Alexis"
manticore,蝎尾狮,manticore*,Something Fabulous,"Hall, Alexis"
pastrami,熏牛肉,pəˈstrɑmi,Spellbound,Allie Therin
grouchy,不高兴的,ˈgraʊʧi,Spellbound,Allie Therin
Lightweight,轻的,ˈlaɪtˈweɪt,Spellbound,Allie Therin
bob,"1. Anything that hangs so as to play loosely, or with a short abrupt motion, as at the end of a string; a pendant; as, the bob at the end of a kite's tail. In jewels dressed and at each ear a bob. Dryden. 2. A knot of worms, or of rags, on a string, used in angling, as for eels; formerly, a worm suitable for bait. Or yellow bobs, turned up before the plow, Are chiefest baits, with cork and lead enow. Lauson. 3. A small piece of cork or light wood attached to a fishing line to show when a fish is biting; a float. 4. The ball or heavy part of a pendulum; also, the ball or weight at the end of a plumb line. 5. A small wheel, made of leather, with rounded edges, used in polishing spoons, etc. 6. A short, jerking motion; act of bobbing; as, a bob of the head. 7. (Steam Engine)  A working beam. 8. A knot or short curl of hair; also, a bob wig. A plain brown bob he wore. Shenstone. 9. A peculiar mode of ringing changes on bells. 10. The refrain of a song. To bed, to bed, will be the bob of the song. L'Estrange. 11. A blow; a shake or jog; a rap, as with the fist. 12. A jeer or flout; a sharp jest or taunt; a trick. He that a fool doth very wisely hit, Doth very foolishly, although he smart, Not to seem senseless of the bob. Shak. 13. A shilling. [Slang, Eng.] Dickens.

1. To cause to move in a short, jerking manner; to move (a thing) with a bob. ""He bobbed his head."" W. Irving. 2. To strike with a quick, light blow; to tap. If any man happened by long sitting to sleep . . . he was suddenly bobbed on the face by the servants. Elyot. 3. To cheat; to gain by fraud or cheating; to filch. Gold and jewels that I bobbed from him. Shak. 4. To mock or delude; to cheat. To play her pranks, and bob the fool, The shrewish wife began. Turbervile. 5. To cut short; as, to bob the hair, or a horse's tail.

1. To have a short, jerking motion; to play to and fro, or up and down; to play loosely against anything. ""Bobbing and courtesying."" Thackeray. 2. To angle with a bob. See Bob, n., 2 & 3. He ne'er had learned the art to bob For anything but eels. Saxe. To bob at an apple, cherry, etc. to attempt to bite or seize with the mouth an apple, cherry, or other round fruit, while it is swinging from a string or floating in a tug of water.",bɑb,Spellbound,Allie Therin
scruffy,邋遢的,ˈskrəfi,Spellbound,Allie Therin
gang up on,结伙,gæŋ əp ɔn,Spellbound,Allie Therin
sycophancy,The character or characteristic of a sycophant. Hence: - (a) False accusation; calumniation; talebearing. [Obs.] Bp. Hall. (b) Obsequious flattery; servility. The sycophancy of A.Philips had prejudiced Mr. Addison against Pope. Bp. Warburton.,sycophancy*,Spring Strings,Lily Morton
pashmina,羊绒,pashmina*,Spring Strings,Lily Morton
eiderdown,鸭绒,eiderdown*,Spring Strings,Lily Morton
elixir,"1. (Med.)  A tincture with more than one base; a compound tincture or medicine, composed of various substances, held in solution by alcohol in some form. 2. (Alchemy)  An imaginary liquor capable of transmuting metals into gold; also, one for producing life indefinitely; as, elixir vitæ, or the elixir of life. 3. The refined spirit; the quintessence. The . . . elixir of worldly delights. South. 4. Any cordial or substance which invigorates. The grand elixir, to support the spirits of human nature. Addison.",ɪˈlɪksər,Spotlight (Famous Book 2),Eden Finley
firebrand,"1. A piece of burning wood. L'Estrange. 2. One who inflames factions, or causes contention and mischief; an incendiary. Bacon.",ˈfaɪərˌbrænd,Spellbound,Allie Therin
riposte,还击,rɪˈpoʊst,Spring Strings,Lily Morton
ewe,"The female of the sheep, and of sheeplike animals.",juz,Spring Strings,Lily Morton
volley,"1. A flight of missiles, as arrows, bullets, or the like; the simultaneous discharge of a number of small arms. Fiery darts in flaming volleys flew. Milton. Each volley tells that thousands cease to breathe. Byron. 2. A burst or emission of many things at once; as, a volley of words. ""This volley of oaths."" B. Jonson. Rattling nonsense in full volleys breaks. Pope. 3. (a) (Tennis) A return of the ball before it touches the ground. (b) (Cricket) A sending of the ball full to the top of the wicket. Half volley. (a) (Tennis) A return of the ball immediately after is has touched the ground. (b) (Cricket) A sending of the ball so that after touching the ground it flies towards the top of the wicket. R. A. Proctor. -- On the volley, at random. [Obs.] ""What we spake on the volley begins work."" Massinger. -- Volley gun, a gun with several barrels for firing a number of shots simultaneously; a kind of mitrailleuse.

To discharge with, or as with, a volley.

1. To be thrown out, or discharged, at once; to be discharged in a volley, or as if in a volley; to make a volley or volleys. Tennyson. 2. (a) (Tennis) To return the ball before it touches the ground. (b) (Cricket) To send the ball full to the top of the wicket. R. A. Proctor.",ˈvɑli,Spring Strings,Lily Morton
